time,position,theta
17.1903,0.0124557,-6.28311
17.2003,0.0124302,-6.28311
17.2103,0.0124047,-6.28311
17.2203,0.0123792,-6.28311
17.2303,0.0123538,-6.28311
17.2403,0.0123285,-6.28311
17.2503,0.0123032,-6.28311
17.2603,0.012278,-6.28311
17.2703,0.0122528,-6.28311
17.2803,0.0122277,-6.28311
17.2903,0.0122026,-6.28311
17.3003,0.0121775,-6.28311
17.3103,0.0121526,-6.28311
17.3203,0.0121276,-6.28311
17.3303,0.0121028,-6.28311
17.3403,0.0120779,-6.28311
17.3503,0.0120532,-6.28311
17.3603,0.0120284,-6.28311
17.3703,0.0120037,-6.28311
17.3803,0.0119791,-6.28311
17.3903,0.0119545,-6.28311
17.4003,0.01193,-6.28311
17.4103,0.0119055,-6.28311
17.4203,0.0118811,-6.28311
17.4303,0.0118567,-6.28311
17.4403,0.0118324,-6.28311
17.4503,0.0118081,-6.28311
17.4603,0.0117839,-6.28311
17.4703,0.0117598,-6.28311
17.4803,0.0117356,-6.28311
17.4903,0.0117116,-6.28311
17.5003,0.0116875,-6.28311
17.5103,0.0116636,-6.28311
17.5203,0.0116397,-6.28311
17.5303,0.0116158,-6.28311
17.5403,0.011592,-6.28311
17.5503,0.0115682,-6.28311
17.5603,0.0115445,-6.28311
17.5703,0.0115208,-6.28312
17.5803,0.0114972,-6.28312
17.5903,0.0114736,-6.28312
17.6003,0.0114501,-6.28312
17.6103,0.0114266,-6.28312
17.6203,0.0114032,-6.28312
17.6303,0.0113798,-6.28312
17.6403,0.0113564,-6.28312
17.6503,0.0113332,-6.28312
17.6603,0.0113099,-6.28312
17.6703,0.0112867,-6.28312
17.6803,0.0112636,-6.28312
17.6903,0.0112405,-6.28312
17.7003,0.0112175,-6.28312
17.7103,0.0111945,-6.28312
17.7203,0.0111715,-6.28312
17.7303,0.0111486,-6.28312
17.7403,0.0111257,-6.28312
17.7503,0.0111029,-6.28312
17.7603,0.0110802,-6.28312
17.7703,0.0110575,-6.28312
17.7803,0.0110348,-6.28312
17.7903,0.0110121,-6.28312
17.8003,0.0109896,-6.28312
17.8103,0.010967,-6.28312
17.8203,0.0109445,-6.28312
17.8303,0.0109221,-6.28312
17.8403,0.0108997,-6.28312
17.8503,0.0108773,-6.28312
17.8603,0.010855,-6.28312
17.8703,0.0108328,-6.28312
17.8803,0.0108105,-6.28312
17.8903,0.0107884,-6.28312
17.9003,0.0107662,-6.28312
17.9103,0.0107442,-6.28312
17.9203,0.0107221,-6.28312
17.9303,0.0107001,-6.28312
17.9403,0.0106782,-6.28312
17.9503,0.0106563,-6.28312
17.9603,0.0106344,-6.28312
17.9703,0.0106126,-6.28312
17.9803,0.0105908,-6.28312
17.9903,0.0105691,-6.28312
18.0003,0.0105474,-6.28312
18.0103,0.0105258,-6.28312
18.0203,0.0105042,-6.28312
18.0303,0.0104827,-6.28312
18.0403,0.0104612,-6.28312
18.0503,0.0104397,-6.28312
18.0603,0.0104183,-6.28312
18.0703,0.0103969,-6.28312
18.0803,0.0103756,-6.28312
18.0903,0.0103543,-6.28312
18.1003,0.0103331,-6.28312
18.1103,0.0103119,-6.28312
18.1203,0.0102907,-6.28312
18.1303,0.0102696,-6.28312
18.1403,0.0102485,-6.28312
18.1503,0.0102275,-6.28312
18.1603,0.0102065,-6.28312
18.1703,0.0101856,-6.28312
18.1803,0.0101647,-6.28312
18.1903,0.0101439,-6.28312
18.2003,0.0101231,-6.28312
18.2103,0.0101023,-6.28312
18.2203,0.0100816,-6.28312
18.2303,0.0100609,-6.28312
18.2403,0.0100402,-6.28313
18.2503,0.0100196,-6.28312
18.2603,0.00999909,-6.28312
18.2703,0.00997858,-6.28312
18.2803,0.00995811,-6.28313
18.2903,0.00993769,-6.28313
18.3003,0.0099173,-6.28313
18.3103,0.00989696,-6.28313
18.3203,0.00987665,-6.28313
18.3303,0.00985639,-6.28313
18.3403,0.00983617,-6.28313
18.3503,0.009816,-6.28313
18.3603,0.00979586,-6.28313
18.3703,0.00977577,-6.28313
18.3803,0.00975571,-6.28313
18.3903,0.0097357,-6.28313
18.4003,0.00971573,-6.28313
18.4103,0.0096958,-6.28313
18.4203,0.00967591,-6.28313
18.4303,0.00965606,-6.28313
18.4403,0.00963625,-6.28313
18.4503,0.00961648,-6.28313
18.4603,0.00959675,-6.28313
18.4703,0.00957707,-6.28313
18.4803,0.00955742,-6.28313
18.4903,0.00953781,-6.28313
18.5003,0.00951824,-6.28313
18.5103,0.00949872,-6.28313
18.5203,0.00947923,-6.28313
18.5303,0.00945978,-6.28313
18.5403,0.00944038,-6.28313
18.5503,0.00942101,-6.28313
18.5603,0.00940168,-6.28313
18.5703,0.00938239,-6.28313
18.5803,0.00936314,-6.28313
18.5903,0.00934393,-6.28313
18.6003,0.00932476,-6.28313
18.6103,0.00930563,-6.28313
18.6203,0.00928654,-6.28313
18.6303,0.00926749,-6.28313
18.6403,0.00924848,-6.28313
18.6503,0.0092295,-6.28313
18.6603,0.00921057,-6.28313
18.6703,0.00919167,-6.28313
18.6803,0.00917281,-6.28313
18.6903,0.00915399,-6.28313
18.7003,0.00913521,-6.28313
18.7103,0.00911647,-6.28313
18.7203,0.00909776,-6.28313
18.7303,0.0090791,-6.28313
18.7403,0.00906047,-6.28313
18.7503,0.00904188,-6.28313
18.7603,0.00902333,-6.28313
18.7703,0.00900482,-6.28313
18.7803,0.00898635,-6.28313
18.7903,0.00896791,-6.28313
18.8003,0.00894951,-6.28313
18.8103,0.00893115,-6.28313
18.8203,0.00891283,-6.28313
18.8303,0.00889455,-6.28313
18.8403,0.0088763,-6.28313
18.8503,0.00885809,-6.28313
18.8603,0.00883992,-6.28313
18.8703,0.00882179,-6.28313
18.8803,0.00880369,-6.28313
18.8903,0.00878563,-6.28313
18.9003,0.00876761,-6.28313
18.9103,0.00874962,-6.28313
18.9203,0.00873167,-6.28313
18.9303,0.00871376,-6.28313
18.9403,0.00869589,-6.28313
18.9503,0.00867805,-6.28313
18.9603,0.00866025,-6.28313
18.9703,0.00864249,-6.28313
18.9803,0.00862476,-6.28313
18.9903,0.00860707,-6.28313
19.0003,0.00858942,-6.28313
19.0103,0.0085718,-6.28313
19.0203,0.00855422,-6.28313
19.0303,0.00853667,-6.28313
19.0403,0.00851916,-6.28313
19.0503,0.00850169,-6.28313
19.0603,0.00848425,-6.28313
19.0703,0.00846685,-6.28313
19.0803,0.00844948,-6.28313
19.0903,0.00843215,-6.28313
19.1003,0.00841486,-6.28313
19.1103,0.0083976,-6.28313
19.1203,0.00838037,-6.28313
19.1303,0.00836318,-6.28313
19.1403,0.00834603,-6.28313
19.1503,0.00832891,-6.28313
19.1603,0.00831183,-6.28314
19.1703,0.00829478,-6.28314
19.1803,0.00827777,-6.28314
19.1903,0.00826079,-6.28314
19.2003,0.00824384,-6.28314
19.2103,0.00822693,-6.28314
19.2203,0.00821006,-6.28314
19.2303,0.00819322,-6.28314
19.2403,0.00817642,-6.28314
19.2503,0.00815964,-6.28314
19.2603,0.00814291,-6.28314
19.2703,0.00812621,-6.28314
19.2803,0.00810954,-6.28314
19.2903,0.00809291,-6.28314
19.3003,0.00807631,-6.28314
19.3103,0.00805974,-6.28314
19.3203,0.00804321,-6.28314
19.3303,0.00802671,-6.28314
19.3403,0.00801025,-6.28314
19.3503,0.00799382,-6.28314
19.3603,0.00797742,-6.28314
19.3703,0.00796106,-6.28314
19.3803,0.00794473,-6.28314
19.3903,0.00792843,-6.28314
19.4003,0.00791217,-6.28314
19.4103,0.00789594,-6.28314
19.4203,0.00787974,-6.28314
19.4303,0.00786358,-6.28314
19.4403,0.00784745,-6.28314
19.4503,0.00783135,-6.28314
19.4604,0.00781528,-6.28314
19.4704,0.00779925,-6.28314
19.4804,0.00778325,-6.28314
19.4904,0.00776728,-6.28314
19.5004,0.00775135,-6.28314
19.5104,0.00773545,-6.28314
19.5204,0.00771958,-6.28314
19.5304,0.00770374,-6.28314
19.5404,0.00768794,-6.28314
19.5504,0.00767217,-6.28314
19.5604,0.00765643,-6.28314
19.5704,0.00764073,-6.28314
19.5804,0.00762506,-6.28314
19.5904,0.00760942,-6.28314
19.6004,0.00759381,-6.28314
19.6104,0.00757823,-6.28314
19.6204,0.00756269,-6.28314
19.6304,0.00754718,-6.28314
19.6404,0.0075317,-6.28314
19.6504,0.00751625,-6.28314
19.6604,0.00750083,-6.28314
19.6704,0.00748545,-6.28314
19.6804,0.00747009,-6.28314
19.6904,0.00745477,-6.28314
19.7004,0.00743948,-6.28314
19.7104,0.00742422,-6.28314
19.7204,0.00740899,-6.28314
19.7304,0.00739379,-6.28314
19.7404,0.00737862,-6.28314
19.7504,0.00736349,-6.28314
19.7604,0.00734838,-6.28314
19.7704,0.00733331,-6.28314
19.7804,0.00731827,-6.28314
19.7904,0.00730326,-6.28314
19.8004,0.00728828,-6.28314
19.8104,0.00727333,-6.28314
19.8204,0.00725841,-6.28314
19.8304,0.00724352,-6.28314
19.8404,0.00722867,-6.28314
19.8504,0.00721384,-6.28314
19.8604,0.00719904,-6.28314
19.8704,0.00718428,-6.28314
19.8804,0.00716954,-6.28314
19.8904,0.00715483,-6.28314
19.9004,0.00714016,-6.28314
19.9104,0.00712551,-6.28314
19.9204,0.0071109,-6.28314
19.9304,0.00709631,-6.28314
19.9404,0.00708176,-6.28314
19.9504,0.00706723,-6.28314
19.9604,0.00705273,-6.28314
19.9704,0.00703827,-6.28314
19.9804,0.00702383,-6.28314
19.9904,0.00700942,-6.28314
